poll_id,transparency_score,numeric_grade,pollscore,state,sample_size,end_date,party,candidate_name,days_towards_election,pct
88514,9,2.5,-0.2,California,3045,10/1/24,IND,Cornel West,35,1
88514,9,2.5,-0.2,California,3045,10/1/24,GRE,Jill Stein,35,1
88514,9,2.5,-0.2,California,3045,10/1/24,LIB,Chase Oliver,35,0
88449,8,NA,NA,New York,400,9/30/24,DEM,Kamala Harris,36,60.6
88449,8,NA,NA,New York,400,9/30/24,REP,Donald Trump,36,39.4
88447,8,NA,NA,Ohio,400,9/30/24,DEM,Kamala Harris,36,46.4
88447,8,NA,NA,Ohio,400,9/30/24,REP,Donald Trump,36,53.6
88448,8,NA,NA,Indiana,400,9/30/24,DEM,Kamala Harris,36,43
88448,8,NA,NA,Indiana,400,9/30/24,REP,Donald Trump,36,57
88517,9,1.8,0.4,NA,1616,9/29/24,DEM,Kamala Harris,37,48
88517,9,1.8,0.4,NA,1616,9/29/24,REP,Donald Trump,37,46
88517,9,1.8,0.4,NA,1616,9/29/24,IND,Robert F. Kennedy,37,1
88517,9,1.8,0.4,NA,1616,9/29/24,LIB,Chase Oliver,37,0
88517,9,1.8,0.4,NA,1616,9/29/24,GRE,Jill Stein,37,0
88456,9,2,0,NA,837,9/29/24,DEM,Kamala Harris,37,51
88456,9,2,0,NA,837,9/29/24,REP,Donald Trump,37,47
88456,9,2,0,NA,888,9/29/24,DEM,Kamala Harris,37,50
88456,9,2,0,NA,888,9/29/24,REP,Donald Trump,37,48
88431,9,3,-1.2,North Carolina,1001,9/29/24,DEM,Kamala Harris,37,48
88431,9,3,-1.2,North Carolina,1001,9/29/24,REP,Donald Trump,37,50
88431,9,3,-1.2,North Carolina,1001,9/29/24,DEM,Kamala Harris,37,47
88431,9,3,-1.2,North Carolina,1001,9/29/24,REP,Donald Trump,37,50
88457,9,2.8,-0.5,North Carolina,953,9/29/24,DEM,Kamala Harris,37,47
88457,9,2.8,-0.5,North Carolina,953,9/29/24,REP,Donald Trump,37,49
88457,9,2.8,-0.5,North Carolina,953,9/29/24,GRE,Jill Stein,37,1
88457,9,2.8,-0.5,North Carolina,953,9/29/24,LIB,Chase Oliver,37,0
88457,9,2.8,-0.5,North Carolina,953,9/29/24,IND,Cornel West,37,1
88457,9,2.8,-0.5,North Carolina,953,9/29/24,CON,Randall A. Terry,37,0
88457,9,2.8,-0.5,North Carolina,953,9/29/24,DEM,Kamala Harris,37,48
88457,9,2.8,-0.5,North Carolina,953,9/29/24,REP,Donald Trump,37,49
88458,9,2.8,-0.5,Georgia,942,9/29/24,DEM,Kamala Harris,37,44
88458,9,2.8,-0.5,Georgia,942,9/29/24,REP,Donald Trump,37,50
88458,9,2.8,-0.5,Georgia,942,9/29/24,GRE,Jill Stein,37,0
88458,9,2.8,-0.5,Georgia,942,9/29/24,LIB,Chase Oliver,37,1
88458,9,2.8,-0.5,Georgia,942,9/29/24,IND,Cornel West,37,1
88458,9,2.8,-0.5,Georgia,942,9/29/24,PSL,Claudia De La Cruz,37,1
88458,9,2.8,-0.5,Georgia,942,9/29/24,DEM,Kamala Harris,37,45
88458,9,2.8,-0.5,Georgia,942,9/29/24,REP,Donald Trump,37,50
88477,8.5,2.5,-0.3,South Carolina,1068,9/29/24,DEM,Kamala Harris,37,42
88477,8.5,2.5,-0.3,South Carolina,1068,9/29/24,REP,Donald Trump,37,51.6
88503,8,2.5,-0.4,North Carolina,814,9/29/24,DEM,Kamala Harris,37,48
88503,8,2.5,-0.4,North Carolina,814,9/29/24,REP,Donald Trump,37,46
88503,8,2.5,-0.4,North Carolina,589,9/29/24,DEM,Kamala Harris,37,48
88503,8,2.5,-0.4,North Carolina,589,9/29/24,REP,Donald Trump,37,48
88421,8,NA,NA,Wisconsin,400,9/29/24,DEM,Kamala Harris,37,52.1
88421,8,NA,NA,Wisconsin,400,9/29/24,REP,Donald Trump,37,47.9
88586,10,NA,NA,Maryland,863,9/28/24,DEM,Kamala Harris,38,57
88586,10,NA,NA,Maryland,863,9/28/24,REP,Donald Trump,38,35
88586,10,NA,NA,Maryland,863,9/28/24,IND,Robert F. Kennedy,38,2
88586,10,NA,NA,Maryland,863,9/28/24,GRE,Jill Stein,38,1
88586,10,NA,NA,Maryland,863,9/28/24,LIB,Chase Oliver,38,0
88398,9,1.8,0.4,NA,2021,9/26/24,DEM,Kamala Harris,40,47
88398,9,1.8,0.4,NA,2021,9/26/24,REP,Donald Trump,40,44
88398,9,1.8,0.4,NA,2021,9/26/24,LIB,Chase Oliver,40,1
88398,9,1.8,0.4,NA,2021,9/26/24,GRE,Jill Stein,40,1
88407,9,3,-1.5,Nebraska CD-2,680,9/26/24,DEM,Kamala Harris,40,51
88407,9,3,-1.5,Nebraska CD-2,680,9/26/24,REP,Donald Trump,40,42
88407,9,3,-1.5,Nebraska CD-2,680,9/26/24,DEM,Kamala Harris,40,49
88407,9,3,-1.5,Nebraska CD-2,680,9/26/24,REP,Donald Trump,40,41
88407,9,3,-1.5,Nebraska CD-2,680,9/26/24,GRE,Jill Stein,40,2
88407,9,3,-1.5,Nebraska CD-2,680,9/26/24,LIB,Chase Oliver,40,2
88407,9,3,-1.5,Nebraska CD-2,680,9/26/24,DEM,Kamala Harris,40,52
88407,9,3,-1.5,Nebraska CD-2,680,9/26/24,REP,Donald Trump,40,43
88407,9,3,-1.5,Nebraska CD-2,680,9/26/24,DEM,Kamala Harris,40,51
88407,9,3,-1.5,Nebraska CD-2,680,9/26/24,REP,Donald Trump,40,42
88407,9,3,-1.5,Nebraska CD-2,680,9/26/24,GRE,Jill Stein,40,2
88407,9,3,-1.5,Nebraska CD-2,680,9/26/24,LIB,Chase Oliver,40,1
88393,8,2.8,-1.3,Minnesota,646,9/26/24,DEM,Kamala Harris,40,50
88393,8,2.8,-1.3,Minnesota,646,9/26/24,REP,Donald Trump,40,44
88404,9,3,-1.5,Michigan,688,9/26/24,DEM,Kamala Harris,40,45
88404,9,3,-1.5,Michigan,688,9/26/24,REP,Donald Trump,40,47
88404,9,3,-1.5,Michigan,688,9/26/24,DEM,Kamala Harris,40,43
88404,9,3,-1.5,Michigan,688,9/26/24,REP,Donald Trump,40,46
88404,9,3,-1.5,Michigan,688,9/26/24,GRE,Jill Stein,40,2
88404,9,3,-1.5,Michigan,688,9/26/24,LIB,Chase Oliver,40,2
88404,9,3,-1.5,Michigan,688,9/26/24,DEM,Kamala Harris,40,48
88404,9,3,-1.5,Michigan,688,9/26/24,REP,Donald Trump,40,47
88404,9,3,-1.5,Michigan,688,9/26/24,DEM,Kamala Harris,40,46
88404,9,3,-1.5,Michigan,688,9/26/24,REP,Donald Trump,40,46
88404,9,3,-1.5,Michigan,688,9/26/24,GRE,Jill Stein,40,2
88404,9,3,-1.5,Michigan,688,9/26/24,LIB,Chase Oliver,40,1
88405,9,3,-1.5,Ohio,687,9/26/24,DEM,Kamala Harris,40,45
88405,9,3,-1.5,Ohio,687,9/26/24,REP,Donald Trump,40,49
88405,9,3,-1.5,Ohio,687,9/26/24,DEM,Kamala Harris,40,44
88405,9,3,-1.5,Ohio,687,9/26/24,REP,Donald Trump,40,47
88405,9,3,-1.5,Ohio,687,9/26/24,GRE,Jill Stein,40,2
88405,9,3,-1.5,Ohio,687,9/26/24,LIB,Chase Oliver,40,2
88405,9,3,-1.5,Ohio,687,9/26/24,DEM,Kamala Harris,40,44
88405,9,3,-1.5,Ohio,687,9/26/24,REP,Donald Trump,40,50
88405,9,3,-1.5,Ohio,687,9/26/24,DEM,Kamala Harris,40,43
88405,9,3,-1.5,Ohio,687,9/26/24,REP,Donald Trump,40,49
88405,9,3,-1.5,Ohio,687,9/26/24,GRE,Jill Stein,40,2
88405,9,3,-1.5,Ohio,687,9/26/24,LIB,Chase Oliver,40,2
88406,9,3,-1.5,Wisconsin,680,9/26/24,DEM,Kamala Harris,40,49
88406,9,3,-1.5,Wisconsin,680,9/26/24,REP,Donald Trump,40,47
88406,9,3,-1.5,Wisconsin,680,9/26/24,DEM,Kamala Harris,40,48
88406,9,3,-1.5,Wisconsin,680,9/26/24,REP,Donald Trump,40,45
88406,9,3,-1.5,Wisconsin,680,9/26/24,GRE,Jill Stein,40,1
88406,9,3,-1.5,Wisconsin,680,9/26/24,LIB,Chase Oliver,40,2
88406,9,3,-1.5,Wisconsin,680,9/26/24,DEM,Kamala Harris,40,49
88406,9,3,-1.5,Wisconsin,680,9/26/24,REP,Donald Trump,40,47
88406,9,3,-1.5,Wisconsin,680,9/26/24,DEM,Kamala Harris,40,48
88406,9,3,-1.5,Wisconsin,680,9/26/24,REP,Donald Trump,40,46
88406,9,3,-1.5,Wisconsin,680,9/26/24,GRE,Jill Stein,40,1
88406,9,3,-1.5,Wisconsin,680,9/26/24,LIB,Chase Oliver,40,2
88488,10,3,-1.1,Wisconsin,882,9/26/24,DEM,Kamala Harris,40,52
88488,10,3,-1.1,Wisconsin,882,9/26/24,REP,Donald Trump,40,48
88488,10,3,-1.1,Wisconsin,798,9/26/24,DEM,Kamala Harris,40,52
88488,10,3,-1.1,Wisconsin,798,9/26/24,REP,Donald Trump,40,48
88488,10,3,-1.1,Wisconsin,882,9/26/24,DEM,Kamala Harris,40,48
88488,10,3,-1.1,Wisconsin,882,9/26/24,REP,Donald Trump,40,44
88488,10,3,-1.1,Wisconsin,882,9/26/24,IND,Robert F. Kennedy,40,3
88488,10,3,-1.1,Wisconsin,882,9/26/24,LIB,Chase Oliver,40,1
88488,10,3,-1.1,Wisconsin,882,9/26/24,GRE,Jill Stein,40,1
88488,10,3,-1.1,Wisconsin,882,9/26/24,CON,Randall A. Terry,40,1
88488,10,3,-1.1,Wisconsin,882,9/26/24,IND,Cornel West,40,0
88488,10,3,-1.1,Wisconsin,882,9/26/24,PSL,Claudia De La Cruz,40,0
88488,10,3,-1.1,Wisconsin,798,9/26/24,DEM,Kamala Harris,40,49
88488,10,3,-1.1,Wisconsin,798,9/26/24,REP,Donald Trump,40,44
88488,10,3,-1.1,Wisconsin,798,9/26/24,IND,Robert F. Kennedy,40,3
88488,10,3,-1.1,Wisconsin,798,9/26/24,LIB,Chase Oliver,40,1
88488,10,3,-1.1,Wisconsin,798,9/26/24,GRE,Jill Stein,40,1
88488,10,3,-1.1,Wisconsin,798,9/26/24,CON,Randall A. Terry,40,1
88488,10,3,-1.1,Wisconsin,798,9/26/24,IND,Cornel West,40,0
88488,10,3,-1.1,Wisconsin,798,9/26/24,PSL,Claudia De La Cruz,40,0
88374,9,2.7,-0.8,NA,1005,9/25/24,DEM,Kamala Harris,41,52
88374,9,2.7,-0.8,NA,1005,9/25/24,REP,Donald Trump,41,45
88374,9,2.7,-0.8,NA,1005,9/25/24,DEM,Kamala Harris,41,49
88374,9,2.7,-0.8,NA,1005,9/25/24,REP,Donald Trump,41,44
88374,9,2.7,-0.8,NA,1005,9/25/24,IND,Robert F. Kennedy,41,2
88374,9,2.7,-0.8,NA,1005,9/25/24,LIB,Chase Oliver,41,1
88374,9,2.7,-0.8,NA,1005,9/25/24,GRE,Jill Stein,41,0
88374,9,2.7,-0.8,NA,1005,9/25/24,IND,Cornel West,41,0
88375,9,1.2,1.7,NA,2021,9/25/24,DEM,Kamala Harris,41,45.6
88375,9,1.2,1.7,NA,2021,9/25/24,REP,Donald Trump,41,41.1
88375,9,1.2,1.7,NA,1663,9/25/24,DEM,Kamala Harris,41,48.6
88375,9,1.2,1.7,NA,1663,9/25/24,REP,Donald Trump,41,43.9
88375,9,1.2,1.7,NA,1524,9/25/24,DEM,Kamala Harris,41,49.5
88375,9,1.2,1.7,NA,1524,9/25/24,REP,Donald Trump,41,45.7
88395,10,2.8,-0.6,North Carolina,931,9/25/24,DEM,Kamala Harris,41,48
88395,10,2.8,-0.6,North Carolina,931,9/25/24,REP,Donald Trump,41,48
88395,10,2.8,-0.6,North Carolina,931,9/25/24,IND,Cornel West,41,1
88395,10,2.8,-0.6,North Carolina,931,9/25/24,GRE,Jill Stein,41,0
88395,10,2.8,-0.6,North Carolina,931,9/25/24,LIB,Chase Oliver,41,1
88397,10,2.8,-0.6,Nebraska CD-2,749,9/25/24,DEM,Kamala Harris,41,53
88397,10,2.8,-0.6,Nebraska CD-2,749,9/25/24,REP,Donald Trump,41,42
88397,10,2.8,-0.6,Nebraska CD-2,749,9/25/24,IND,Cornel West,41,1
88397,10,2.8,-0.6,Nebraska CD-2,749,9/25/24,GRE,Jill Stein,41,1
88397,10,2.8,-0.6,Nebraska CD-2,749,9/25/24,LIB,Chase Oliver,41,1
88489,9,2.1,-0.1,Virginia,832,9/25/24,DEM,Kamala Harris,41,43
88489,9,2.1,-0.1,Virginia,832,9/25/24,REP,Donald Trump,41,37
88489,9,2.1,-0.1,Virginia,832,9/25/24,IND,Cornel West,41,3
88489,9,2.1,-0.1,Virginia,832,9/25/24,GRE,Jill Stein,41,1
88489,9,2.1,-0.1,Virginia,762,9/25/24,DEM,Kamala Harris,41,47.4
88489,9,2.1,-0.1,Virginia,762,9/25/24,REP,Donald Trump,41,36.6
88489,9,2.1,-0.1,Virginia,762,9/25/24,IND,Cornel West,41,1.8
88489,9,2.1,-0.1,Virginia,762,9/25/24,GRE,Jill Stein,41,0.8
88370,8,NA,NA,Pennsylvania,400,9/25/24,DEM,Kamala Harris,41,51.6
88370,8,NA,NA,Pennsylvania,400,9/25/24,REP,Donald Trump,41,48.4
88351,9,3,-1.1,NA,1424,9/24/24,DEM,Kamala Harris,42,47
88351,9,3,-1.1,NA,1424,9/24/24,REP,Donald Trump,42,44
88351,9,3,-1.1,NA,1424,9/24/24,GRE,Jill Stein,42,1
88351,9,3,-1.1,NA,1424,9/24/24,IND,Cornel West,42,0
88351,9,3,-1.1,NA,1220,9/24/24,DEM,Kamala Harris,42,49
88351,9,3,-1.1,NA,1220,9/24/24,REP,Donald Trump,42,46
88351,9,3,-1.1,NA,1220,9/24/24,GRE,Jill Stein,42,1
88351,9,3,-1.1,NA,1220,9/24/24,IND,Cornel West,42,0
88361,9,3,-1.1,Georgia,1441,9/24/24,DEM,Kamala Harris,42,49
88361,9,3,-1.1,Georgia,1441,9/24/24,REP,Donald Trump,42,51
88380,9,2.8,-1.1,Arizona,1021,9/24/24,DEM,Kamala Harris,42,47
88380,9,2.8,-1.1,Arizona,1021,9/24/24,REP,Donald Trump,42,49
88380,9,2.8,-1.1,Arizona,1021,9/24/24,LIB,Chase Oliver,42,2
88380,9,2.8,-1.1,Arizona,1021,9/24/24,GRE,Jill Stein,42,1
88380,9,2.8,-1.1,Arizona,1021,9/24/24,IND,Cornel West,42,1
88380,9,2.8,-1.1,Arizona,764,9/24/24,DEM,Kamala Harris,42,47
88380,9,2.8,-1.1,Arizona,764,9/24/24,REP,Donald Trump,42,50
88380,9,2.8,-1.1,Arizona,764,9/24/24,LIB,Chase Oliver,42,2
88380,9,2.8,-1.1,Arizona,764,9/24/24,GRE,Jill Stein,42,1
88380,9,2.8,-1.1,Arizona,764,9/24/24,IND,Cornel West,42,0
88380,9,2.8,-1.1,Arizona,1021,9/24/24,DEM,Kamala Harris,42,48
88380,9,2.8,-1.1,Arizona,1021,9/24/24,REP,Donald Trump,42,50
88380,9,2.8,-1.1,Arizona,764,9/24/24,DEM,Kamala Harris,42,48
88380,9,2.8,-1.1,Arizona,764,9/24/24,REP,Donald Trump,42,51
88381,9,2.8,-1.1,Georgia,1006,9/24/24,DEM,Kamala Harris,42,49
88381,9,2.8,-1.1,Georgia,1006,9/24/24,REP,Donald Trump,42,47
88381,9,2.8,-1.1,Georgia,1006,9/24/24,IND,Cornel West,42,1
88381,9,2.8,-1.1,Georgia,1006,9/24/24,GRE,Jill Stein,42,1
88381,9,2.8,-1.1,Georgia,1006,9/24/24,LIB,Chase Oliver,42,1
88381,9,2.8,-1.1,Georgia,707,9/24/24,DEM,Kamala Harris,42,50
88381,9,2.8,-1.1,Georgia,707,9/24/24,REP,Donald Trump,42,48
88381,9,2.8,-1.1,Georgia,707,9/24/24,IND,Cornel West,42,1
88381,9,2.8,-1.1,Georgia,707,9/24/24,GRE,Jill Stein,42,1
88381,9,2.8,-1.1,Georgia,707,9/24/24,LIB,Chase Oliver,42,1
88381,9,2.8,-1.1,Georgia,1006,9/24/24,DEM,Kamala Harris,42,51
88381,9,2.8,-1.1,Georgia,1006,9/24/24,REP,Donald Trump,42,48
88381,9,2.8,-1.1,Georgia,707,9/24/24,DEM,Kamala Harris,42,51
88381,9,2.8,-1.1,Georgia,707,9/24/24,REP,Donald Trump,42,48
88402,9,2.8,-1.1,North Carolina,787,9/24/24,DEM,Kamala Harris,42,47
88402,9,2.8,-1.1,North Carolina,787,9/24/24,REP,Donald Trump,42,49
88402,9,2.8,-1.1,North Carolina,787,9/24/24,IND,Cornel West,42,1
88402,9,2.8,-1.1,North Carolina,787,9/24/24,GRE,Jill Stein,42,1
88402,9,2.8,-1.1,North Carolina,787,9/24/24,LIB,Chase Oliver,42,1
88402,9,2.8,-1.1,North Carolina,991,9/24/24,DEM,Kamala Harris,42,48
88402,9,2.8,-1.1,North Carolina,991,9/24/24,REP,Donald Trump,42,47
88402,9,2.8,-1.1,North Carolina,991,9/24/24,IND,Cornel West,42,1
88402,9,2.8,-1.1,North Carolina,991,9/24/24,GRE,Jill Stein,42,1
88402,9,2.8,-1.1,North Carolina,991,9/24/24,LIB,Chase Oliver,42,1
88402,9,2.8,-1.1,North Carolina,787,9/24/24,DEM,Kamala Harris,42,49
88402,9,2.8,-1.1,North Carolina,787,9/24/24,REP,Donald Trump,42,50
88402,9,2.8,-1.1,North Carolina,991,9/24/24,DEM,Kamala Harris,42,50
88402,9,2.8,-1.1,North Carolina,991,9/24/24,REP,Donald Trump,42,48
88403,9,2.8,-1.1,Pennsylvania,775,9/24/24,DEM,Kamala Harris,42,47
88403,9,2.8,-1.1,Pennsylvania,775,9/24/24,REP,Donald Trump,42,48
88403,9,2.8,-1.1,Pennsylvania,775,9/24/24,GRE,Jill Stein,42,2
88403,9,2.8,-1.1,Pennsylvania,775,9/24/24,LIB,Chase Oliver,42,2
88403,9,2.8,-1.1,Pennsylvania,1021,9/24/24,DEM,Kamala Harris,42,48
88403,9,2.8,-1.1,Pennsylvania,1021,9/24/24,REP,Donald Trump,42,46
88403,9,2.8,-1.1,Pennsylvania,1021,9/24/24,GRE,Jill Stein,42,1
88403,9,2.8,-1.1,Pennsylvania,1021,9/24/24,LIB,Chase Oliver,42,2
88403,9,2.8,-1.1,Pennsylvania,775,9/24/24,DEM,Kamala Harris,42,49
88403,9,2.8,-1.1,Pennsylvania,775,9/24/24,REP,Donald Trump,42,49
88403,9,2.8,-1.1,Pennsylvania,1021,9/24/24,DEM,Kamala Harris,42,50
88403,9,2.8,-1.1,Pennsylvania,1021,9/24/24,REP,Donald Trump,42,48
88363,9,2.9,-0.9,Arizona,1416,9/24/24,DEM,Kamala Harris,42,48
88363,9,2.9,-0.9,Arizona,1416,9/24/24,REP,Donald Trump,42,50
88363,9,2.9,-0.9,Arizona,1264,9/24/24,DEM,Kamala Harris,42,49
88363,9,2.9,-0.9,Arizona,1264,9/24/24,REP,Donald Trump,42,50
88366,9,2.9,-0.9,North Carolina,1507,9/24/24,DEM,Kamala Harris,42,49
88366,9,2.9,-0.9,North Carolina,1507,9/24/24,REP,Donald Trump,42,48
88366,9,2.9,-0.9,North Carolina,1348,9/24/24,DEM,Kamala Harris,42,49
88366,9,2.9,-0.9,North Carolina,1348,9/24/24,REP,Donald Trump,42,49
88368,9,2.9,-0.9,Georgia,1420,9/24/24,DEM,Kamala Harris,42,49
88368,9,2.9,-0.9,Georgia,1420,9/24/24,REP,Donald Trump,42,48
88368,9,2.9,-0.9,Georgia,1220,9/24/24,DEM,Kamala Harris,42,49
88368,9,2.9,-0.9,Georgia,1220,9/24/24,REP,Donald Trump,42,50
88390,8,2.9,-1,Arizona,500,9/24/24,DEM,Kamala Harris,42,42.4
88390,8,2.9,-1,Arizona,500,9/24/24,REP,Donald Trump,42,48.4
88390,8,2.9,-1,Arizona,500,9/24/24,GRE,Jill Stein,42,1.2
88390,8,2.9,-1,Arizona,500,9/24/24,LIB,Chase Oliver,42,1
88340,8,NA,NA,NA,1000,9/24/24,DEM,Kamala Harris,42,51.4
88340,8,NA,NA,NA,1000,9/24/24,REP,Donald Trump,42,48.6
88341,8,NA,NA,Texas,400,9/24/24,DEM,Kamala Harris,42,45.7
88341,8,NA,NA,Texas,400,9/24/24,REP,Donald Trump,42,54.3
88338,8,2.8,-1.3,Nebraska,558,9/23/24,DEM,Kamala Harris,43,40
88338,8,2.8,-1.3,Nebraska,558,9/23/24,REP,Donald Trump,43,56
88354,9,2.9,-0.9,Pennsylvania,654,9/23/24,DEM,Kamala Harris,43,47
88354,9,2.9,-0.9,Pennsylvania,654,9/23/24,REP,Donald Trump,43,45
88362,8,2.5,-0.3,Maryland,1012,9/23/24,DEM,Kamala Harris,43,63
88362,8,2.5,-0.3,Maryland,1012,9/23/24,REP,Donald Trump,43,31
88362,8,2.5,-0.3,Maryland,1012,9/23/24,GRE,Jill Stein,43,1
88362,8,2.5,-0.3,Maryland,1012,9/23/24,LIB,Chase Oliver,43,1
88362,8,2.5,-0.3,Maryland,1012,9/23/24,DEM,Kamala Harris,43,64
88362,8,2.5,-0.3,Maryland,1012,9/23/24,REP,Donald Trump,43,32
88362,8,2.5,-0.3,Maryland,1012,9/23/24,DEM,Kamala Harris,43,61
88362,8,2.5,-0.3,Maryland,1012,9/23/24,REP,Donald Trump,43,31
88362,8,2.5,-0.3,Maryland,1012,9/23/24,GRE,Jill Stein,43,1
88362,8,2.5,-0.3,Maryland,1012,9/23/24,LIB,Chase Oliver,43,1
88362,8,2.5,-0.3,Maryland,1012,9/23/24,DEM,Kamala Harris,43,62
88362,8,2.5,-0.3,Maryland,1012,9/23/24,REP,Donald Trump,43,32
88358,9.5,2.8,-0.9,NA,871,9/22/24,DEM,Kamala Harris,44,46.61
88358,9.5,2.8,-0.9,NA,871,9/22/24,REP,Donald Trump,44,40.48
88358,9.5,2.8,-0.9,NA,785,9/22/24,DEM,Kamala Harris,44,50
88358,9.5,2.8,-0.9,NA,785,9/22/24,REP,Donald Trump,44,44
88358,9.5,2.8,-0.9,NA,1029,9/22/24,DEM,Kamala Harris,44,42
88358,9.5,2.8,-0.9,NA,1029,9/22/24,REP,Donald Trump,44,38
88325,10,2.8,-0.6,NA,2074,9/22/24,DEM,Kamala Harris,44,48
88325,10,2.8,-0.6,NA,2074,9/22/24,REP,Donald Trump,44,47
88325,10,2.8,-0.6,NA,2074,9/22/24,GRE,Jill Stein,44,1
88325,10,2.8,-0.6,NA,2074,9/22/24,LIB,Chase Oliver,44,2
88325,10,2.8,-0.6,NA,2074,9/22/24,DEM,Kamala Harris,44,47
88325,10,2.8,-0.6,NA,2074,9/22/24,REP,Donald Trump,44,47
88325,10,2.8,-0.6,NA,2074,9/22/24,GRE,Jill Stein,44,1
88325,10,2.8,-0.6,NA,2074,9/22/24,LIB,Chase Oliver,44,2
88328,9,2.8,-0.5,NA,1728,9/22/24,DEM,Kamala Harris,44,47
88328,9,2.8,-0.5,NA,1728,9/22/24,REP,Donald Trump,44,48
88328,9,2.8,-0.5,NA,1728,9/22/24,GRE,Jill Stein,44,1
88328,9,2.8,-0.5,NA,1728,9/22/24,LIB,Chase Oliver,44,1
88328,9,2.8,-0.5,NA,1728,9/22/24,DEM,Kamala Harris,44,48
88328,9,2.8,-0.5,NA,1728,9/22/24,REP,Donald Trump,44,48
88276,9,3,-1.5,Arizona,713,9/21/24,DEM,Kamala Harris,45,45
88276,9,3,-1.5,Arizona,713,9/21/24,REP,Donald Trump,45,49
88276,9,3,-1.5,Arizona,713,9/21/24,DEM,Kamala Harris,45,45
88276,9,3,-1.5,Arizona,713,9/21/24,REP,Donald Trump,45,50
88276,9,3,-1.5,Arizona,713,9/21/24,DEM,Kamala Harris,45,42
88276,9,3,-1.5,Arizona,713,9/21/24,REP,Donald Trump,45,47
88276,9,3,-1.5,Arizona,713,9/21/24,GRE,Jill Stein,45,2
88276,9,3,-1.5,Arizona,713,9/21/24,LIB,Chase Oliver,45,3
88276,9,3,-1.5,Arizona,713,9/21/24,DEM,Kamala Harris,45,43
88276,9,3,-1.5,Arizona,713,9/21/24,REP,Donald Trump,45,48
88276,9,3,-1.5,Arizona,713,9/21/24,GRE,Jill Stein,45,2
88276,9,3,-1.5,Arizona,713,9/21/24,LIB,Chase Oliver,45,2
88277,9,3,-1.5,Georgia,682,9/21/24,DEM,Kamala Harris,45,44
88277,9,3,-1.5,Georgia,682,9/21/24,REP,Donald Trump,45,48
88277,9,3,-1.5,Georgia,682,9/21/24,DEM,Kamala Harris,45,45
88277,9,3,-1.5,Georgia,682,9/21/24,REP,Donald Trump,45,49
88277,9,3,-1.5,Georgia,682,9/21/24,DEM,Kamala Harris,45,43
88277,9,3,-1.5,Georgia,682,9/21/24,REP,Donald Trump,45,46
88277,9,3,-1.5,Georgia,682,9/21/24,GRE,Jill Stein,45,2
88277,9,3,-1.5,Georgia,682,9/21/24,LIB,Chase Oliver,45,2
88277,9,3,-1.5,Georgia,682,9/21/24,DEM,Kamala Harris,45,44
88277,9,3,-1.5,Georgia,682,9/21/24,REP,Donald Trump,45,47
88277,9,3,-1.5,Georgia,682,9/21/24,GRE,Jill Stein,45,1
88277,9,3,-1.5,Georgia,682,9/21/24,LIB,Chase Oliver,45,2
88278,9,3,-1.5,North Carolina,682,9/21/24,DEM,Kamala Harris,45,47
88278,9,3,-1.5,North Carolina,682,9/21/24,REP,Donald Trump,45,48
88278,9,3,-1.5,North Carolina,682,9/21/24,DEM,Kamala Harris,45,47
88278,9,3,-1.5,North Carolina,682,9/21/24,REP,Donald Trump,45,49
88278,9,3,-1.5,North Carolina,682,9/21/24,DEM,Kamala Harris,45,46
88278,9,3,-1.5,North Carolina,682,9/21/24,REP,Donald Trump,45,46
88278,9,3,-1.5,North Carolina,682,9/21/24,GRE,Jill Stein,45,0
88278,9,3,-1.5,North Carolina,682,9/21/24,LIB,Chase Oliver,45,1
88278,9,3,-1.5,North Carolina,682,9/21/24,DEM,Kamala Harris,45,45
88278,9,3,-1.5,North Carolina,682,9/21/24,REP,Donald Trump,45,47
88278,9,3,-1.5,North Carolina,682,9/21/24,GRE,Jill Stein,45,0
88278,9,3,-1.5,North Carolina,682,9/21/24,LIB,Chase Oliver,45,1
88269,8,NA,NA,California,400,9/21/24,DEM,Kamala Harris,45,64
88269,8,NA,NA,California,400,9/21/24,REP,Donald Trump,45,36
88274,9,3,-1.1,NA,3129,9/20/24,DEM,Kamala Harris,46,52
88274,9,3,-1.1,NA,3129,9/20/24,REP,Donald Trump,46,48
88394,8,1.6,0.3,North Carolina,802,9/20/24,DEM,Kamala Harris,46,48
88394,8,1.6,0.3,North Carolina,802,9/20/24,REP,Donald Trump,46,48
88394,8,1.6,0.3,North Carolina,802,9/20/24,CON,Randall A. Terry,46,0
88394,8,1.6,0.3,North Carolina,802,9/20/24,GRE,Jill Stein,46,1
88394,8,1.6,0.3,North Carolina,802,9/20/24,IND,Cornel West,46,0
88394,8,1.6,0.3,North Carolina,802,9/20/24,LIB,Chase Oliver,46,1
88288,9,1.8,0.4,Arizona,789,9/19/24,DEM,Kamala Harris,47,47
88288,9,1.8,0.4,Arizona,789,9/19/24,REP,Donald Trump,47,47
88288,9,1.8,0.4,Arizona,789,9/19/24,LIB,Chase Oliver,47,1
88288,9,1.8,0.4,Arizona,789,9/19/24,GRE,Jill Stein,47,1
88289,9,1.8,0.4,Florida,1602,9/19/24,DEM,Kamala Harris,47,45
88289,9,1.8,0.4,Florida,1602,9/19/24,REP,Donald Trump,47,50
88289,9,1.8,0.4,Florida,1602,9/19/24,LIB,Chase Oliver,47,1
